id,total
981,2.1
982,2.1
983,2.1
984,2.1
985,2.1
986,2.1
987,4.2
988,4.2
989,4.2
990,4.2
991,2.1
992,10.7
993,5.35
994,5.35
995,5.35
996,5.35
997,5.35
998,5.35
999,5.35
1000,5.35
1001,5.35
1002,5.35
1003,5.35
1004,5.35
1005,10.7
1006,5.35
1007,10.7
1008,5.35
1009,5.35
1010,5.35
1011,5.35
1012,5.35
1013,5.35
1014,5.35
1015,5.35
1016,5.35
1017,5.35
1018,5.35
1019,5.35
1020,5.35
1021,5.35
1022,5.35
1023,9.5
1024,4.75
1025,9.5
1026,4.75
1027,6.85
1028,9.5
1029,9.5
1030,3.25
1031,5.35
1032,5.35
1033,5.35
1034,3.25
1035,5.35
1036,9.5
1037,5.35
1038,5.35
1039,5.35
1040,4.75
1041,5.35
1042,9.5
1043,14.25
1044,5.35
1045,5.35
1046,4.75
1047,9.5
1048,10.7
1049,5.35
1050,5.35
1051,5.35
1052,9.5
1053,4.75
1054,5.35
1055,5.35
1056,10.7
1057,4.75
1058,4.75
1059,10.7
1060,9.5
1061,4.75
1062,10.7
1063,9.5
1064,5.35
1065,9.5
1066,5.35
1067,5.35
1068,5.35
1069,4.75
1070,9.5
1071,10.7
1072,10.7
1073,10.7
1074,10.7
1075,4.75
1076,4.75
1077,4.75
1078,4.75
1079,5.35
1080,3.75
1081,5.35
1082,5.35
1083,5.35
1084,5.35
1085,5.35
1086,4.75
1087,5.35
1088,4.75
1089,4.75
1090,2.1
1091,2.1
1092,2.1
1093,4.2
1094,4.2
1095,2.1
1096,4.75
1097,5.0
1098,4.5
1099,3.0
1100,2.55
1101,29.0
1102,6.2
1103,6.75
1104,4.4
1105,2.5
1106,23.03
1107,4.4
1108,2.5
1109,3.0
1110,12.25
1111,2.5
1112,2.5
1113,6.0
1114,5.0
1115,10.1
1116,7.5
1117,5.0
1118,2.5
1119,2.55
1120,8.5
1121,7.5
1122,7.0
1123,6.0
1124,7.5
1125,8.5
1126,32.5
1127,4.4
1128,4.4
1129,2.5
1130,3.0
1131,5.0
1132,33.0
1133,5.5
1134,2.5
1135,2.5
1136,2.2
1137,6.0
1138,4.4
1139,4.0
1140,3.1
1141,8.0
1142,9.3
1143,9.3
1144,9.0
1145,5.0
1146,2.5
1147,3.0
1148,2.45
1149,9.5
1150,10.6
1151,5.35
1152,6.0
1153,3.0
1154,2.5
1155,7.0
1156,3.0
1157,3.0
1158,29.3
1159,30.45
1160,14.1
1161,8.5
1162,10.5
1163,6.0
1164,5.05
1165,3.5
1166,8.25
1167,10.1
1168,6.0
1169,7.25
1170,3.8
1171,6.0
1172,3.0
1173,6.0
1174,3.0
1175,14.0
1176,2.5
1177,3.75
1178,9.0
1179,4.0
1180,8.0
1181,8.0
1182,3.1
1183,6.0
1184,3.75
1185,4.0
1186,5.0
1187,3.0
1188,3.0
1189,6.6
1190,9.3
1191,7.0
1192,3.1
1193,5.05
1194,6.0
1195,3.0
1196,13.6
1197,2.5
1198,13.1
1199,5.0
1200,4.0
1201,4.0
1202,2.5
1203,3.0
1204,4.9
1205,5.75
1206,2.5
1207,6.0
1208,2.55
1209,6.25
1210,2.5
1211,3.75
1212,5.85
1213,9.25
1214,3.0
1215,5.0
1216,5.0
1217,3.0
1218,6.2
1219,4.0
1220,6.25
1221,2.5
1222,7.5
1223,4.0
1224,4.0
1225,4.9
1226,2.0
1227,6.2
1228,3.0
1229,3.75
1230,2.5
1231,8.75
1232,4.0
1233,2.2
1234,9.0
1235,6.0
1236,9.5
1237,2.5
1238,7.25
1239,9.5
1240,3.75
1241,9.5
1242,6.0
1243,13.0
1244,3.0
1245,3.0
1246,4.0
1247,7.5
1248,5.0
1249,26.15
1250,2.5
1251,52.75
1252,8.25
1253,9.0
1254,10.1
1255,3.0
1256,2.2
1257,3.1
1258,34.25
1259,7.0
1260,6.0
1261,8.75
1262,7.5
1263,8.0
1264,8.6
1265,7.25
1266,7.5
1267,9.75
1268,3.0
1269,4.0
1270,15.5
1271,3.0
1272,6.0
1273,5.8
1274,3.75
1275,31.1
1276,5.0
1277,8.5
1278,6.0
1279,6.5
1280,13.0
1281,2.2
1282,6.0
1283,4.0
1284,5.0
1285,5.0
1286,8.5
1287,4.0
1288,4.55
1289,6.2
1290,5.75
1291,3.75
1292,3.0
1293,4.0
1294,13.95
1295,8.0
1296,4.0
1297,9.5
1298,7.5
1299,2.0
1300,6.8
1301,4.75
1302,7.0
1303,7.25
1304,3.5
1305,6.0
1306,13.6
1307,5.0
1308,5.0
1309,4.4
1310,7.0
1311,7.0
1312,5.0
1313,8.25
1314,7.0
1315,4.0
1316,3.5
1317,4.75
1318,3.0
1319,3.0
1320,2.2
1321,6.0
1322,6.0
1323,8.3
1324,6.2
1325,3.0
1326,4.4
1327,7.25
1328,6.2
1329,9.75
1330,11.75
1331,5.0
1332,6.0
1333,4.55
1334,2.5
1335,3.5
1336,5.0
1337,3.75
1338,6.0
1339,2.5
1340,6.0
1341,6.2
1342,7.05
1343,6.25
1344,4.4
1345,3.0
1346,7.0
1347,3.0
1348,2.0
1349,10.25
1350,7.5
1351,7.5
1352,4.5
1353,9.3
1354,6.0
1355,5.0
1356,3.0
1357,5.0
1358,5.0
1359,5.0
1360,4.6
1361,2.2
1362,9.5
1363,4.4
1364,3.0
1365,11.0
1366,6.0
1367,7.75
1368,5.0
1369,9.75
1370,4.0
1371,4.9
1372,2.5
1373,3.0
1374,6.0
1375,9.5
1376,5.0
1377,4.4
1378,6.0
1379,3.0
1380,10.25
1381,2.5
1382,8.5
1383,7.5
1384,3.75
1385,2.5
1386,3.0
1387,6.0
1388,2.5
1389,9.5
1390,3.5
1391,8.0
1392,6.0
1393,7.0
1394,10.1
1395,2.2
1396,7.5
1397,3.0
1398,3.1
1399,3.0
1400,6.0
1401,3.0
1402,6.2
1403,3.75
1404,7.0
1405,3.0
1406,5.0
1407,4.9
1408,6.0
1409,2.5
1410,7.0
1411,2.0
1412,9.25
1413,3.0
1414,6.0
1415,5.0
1416,5.0
1417,4.4
1418,7.5
1419,10.1
1420,2.5
1421,4.6
1422,8.25
1423,2.5
1424,6.0
1425,6.0
1426,4.0
1427,2.5
1428,5.0
1429,3.0
1430,5.75
1431,7.5
1432,9.5
1433,6.0
1434,7.0
1435,7.0
1436,7.0
1437,3.5
1438,4.9
1439,6.0
1440,10.0
1441,5.0
1442,4.0
1443,5.1
1444,9.5
1445,7.5
1446,3.0
1447,4.0
1448,3.0
1449,3.0
1450,5.0
1451,7.0
1452,7.0
1453,6.5
1454,6.0
1455,6.0
1456,10.25
1457,8.0
1458,5.0
1459,6.0
1460,3.0
1461,3.1
1462,3.75
1463,3.5
1464,6.0
1465,4.4
1466,7.6
1467,9.0
1468,7.6
1469,3.0
1470,9.5
1471,8.55
1472,5.0
1473,3.0
1474,4.0
1475,6.0
1476,8.3
1477,2.2
1478,2.5
1479,12.45
1480,6.5
1481,7.5
1482,5.35
1483,7.0
1484,3.0
1485,2.55
1486,3.0
1487,3.75
1488,7.6
1489,9.3
1490,4.9
1491,9.3
1492,2.5
1493,4.4
1494,5.35
1495,7.0
1496,6.2
1497,3.75
1498,6.0
1499,3.0
1500,3.5
1501,3.0
1502,6.0
1503,7.0
1504,3.0
1505,9.0
1506,7.5
1507,6.0
1508,5.0
1509,7.25
1510,7.0
1511,7.5
1512,8.15
1513,3.0
1514,4.55
1515,7.0
1516,4.9
1517,5.0
1518,10.5
1519,5.75
1520,3.5
1521,3.0
1522,8.0
1523,9.5
1524,3.0
1525,11.7
1526,22.25
1527,9.1
1528,3.0
1529,2.5
1530,5.0
1531,24.1
1532,2.0
1533,2.5
1534,4.4
1535,3.0
1536,12.25
1537,2.5
1538,27.2
1539,2.5
1540,3.5
1541,3.75
1542,7.0
1543,7.0
1544,7.5
1545,6.0
1546,4.0
1547,3.0
1548,2.55
1549,4.4
1550,47.5
1551,3.1
1552,5.1
1553,5.0
1554,3.75
1555,6.0
1556,6.5
1557,2.5
1558,6.0
1559,9.0
1560,2.5
1561,2.5
1562,2.45
1563,8.0
1564,9.5
1565,10.9
1566,2.0
1567,5.0
1568,13.25
1569,6.75
1570,5.7
1571,2.5
1572,6.2
1573,5.0
1574,9.3
1575,3.5
1576,24.05
1577,3.0
1578,5.0
1579,10.5
1580,3.0
1581,8.6
1582,6.1
1583,6.0
1584,5.0
1585,5.75
1586,6.0
1587,8.05
1588,3.75
1589,4.0
1590,6.5
1591,3.0
1592,4.0
1593,4.0
1594,7.0
1595,5.0
1596,3.75
1597,50.0
1598,21.0
1599,3.75
1600,10.55
1601,4.9
1602,2.2
1603,4.4
1604,5.0
1605,3.0
1606,7.5
1607,7.0
1608,7.5
1609,3.0
1610,3.0
1611,28.7
1612,7.5
1613,3.1
1614,9.45
1615,7.65
1616,3.0
1617,18.33
1618,7.75
1619,2.45
1620,3.0
1621,4.75
1622,6.0
1623,4.6
1624,3.0
1625,8.5
1626,6.0
1627,8.5
1628,3.5
1629,15.45
1630,5.85
1631,2.5
1632,4.4
1633,3.75
1634,3.5
1635,2.5
1636,6.2
1637,3.0
1638,3.75
1639,7.75
1640,13.0
1641,10.1
1642,9.45
1643,3.75
1644,9.1
1645,2.5
1646,9.5
1647,3.0
1648,6.0
1649,8.5
1650,7.75
1651,7.5
1652,8.3
1653,3.75
1654,6.0
1655,5.95
1656,9.0
1657,13.95
1658,5.0
1659,6.0
1660,6.0
1661,3.1
1662,3.5
1663,5.0
1664,8.0
1665,6.2
1666,4.0
1667,13.9
1668,6.0
1669,5.0
1670,3.5
1671,4.0
1672,9.75
1673,9.0
1674,10.25
1675,3.75
1676,3.0
1677,5.0
1678,2.5
1679,6.0
1680,10.0
1681,6.0
1682,5.05
1683,7.5
1684,7.0
1685,8.0
1686,8.0
1687,3.1
1688,3.0
1689,2.55
1690,8.15
1691,3.0
1692,9.3
1693,9.5
1694,6.0
1695,3.1
1696,2.5
1697,2.5
1698,3.0
1699,3.75
1700,6.0
1701,5.0
1702,2.0
1703,6.0
1704,5.0
1705,3.0
1706,22.25
1707,4.25
1708,15.0
1709,9.0
1710,2.5
1711,2.2
1712,3.0
1713,10.0
1714,3.75
1715,3.1
1716,3.0
1717,35.5
1718,7.5
1719,9.3
1720,3.0
1721,9.5
1722,14.0
1723,2.0
1724,2.5
1725,4.5
1726,2.2
1727,2.0
1728,6.0
1729,6.0
1730,4.25
1731,3.75
1732,18.0
1733,3.75
1734,3.5
1735,3.0
1736,3.1
1737,6.0
1738,5.5
1739,5.0
1740,4.4
1741,3.0
1742,2.5
1743,3.0
1744,7.6
1745,9.5
1746,2.5
1747,3.0
1748,3.75
1749,5.0
1750,7.5
1751,3.75
1752,3.0
1753,3.0
1754,6.2
1755,9.2
1756,7.5
1757,4.0
1758,7.9
1759,3.1
1760,14.95
1761,6.2
1762,6.0
1763,3.0
1764,3.75
1765,10.5
1766,8.0
1767,2.5
1768,11.45
1769,5.1
1770,4.25
1771,5.0
1772,2.5
1773,2.5
1774,9.5
1775,13.6
1776,2.5
1777,6.2
1778,3.75
1779,8.3
1780,5.05
1781,6.5
1782,3.0
1783,7.5
1784,10.6
1785,27.93
1786,2.5
1787,2.0
1788,3.75
1789,3.0
1790,4.25
1791,3.1
1792,3.0
1793,6.0
1794,3.75
1795,3.5
1796,6.5
1797,3.75
1798,4.5
1799,2.5
1800,2.45
1801,4.5
1802,3.0
1803,2.5
1804,5.05
1805,3.0
1806,6.0
1807,19.45
1808,2.5
1809,3.75
1810,11.0
1811,3.0
1812,5.0
1813,12.0
1814,8.0
1815,4.0
1816,17.95
1817,3.75
1818,5.0
1819,11.5
1820,5.0
1821,5.0
1822,2.5
1823,26.0
1824,3.0
1825,3.1
1826,20.0
1827,2.5
1828,5.0
1829,13.0
1830,2.5
1831,11.25
1832,3.0
1833,6.2
1834,5.0
1835,2.45
1836,2.2
1837,3.75
1838,3.5
1839,3.0
1840,7.5
1841,3.0
1842,5.0
1843,7.75
1844,3.0
1845,5.0
1846,2.2
1847,9.25
1848,7.0
1849,2.5
1850,4.5
1851,7.5
1852,2.2
1853,18.0
1854,3.0
1855,2.45
1856,7.6
1857,3.0
1858,3.75
1859,8.85
1860,16.5
1861,6.0
1862,6.75
1863,6.95
1864,3.1
1865,3.0
1866,26.5
1867,9.0
1868,13.95
1869,3.0
1870,5.0
1871,5.0
1872,3.0
1873,7.3
1874,7.6
1875,6.0
1876,3.0
1877,3.0
1878,2.5
1879,4.55
1880,6.0
1881,2.5
1882,6.0
1883,8.85
1884,3.1
1885,2.5
1886,12.75
1887,15.6
1888,8.3
1889,3.75
1890,5.0
1891,2.0
1892,9.5
1893,2.45
1894,2.5
1895,6.0
1896,9.3
1897,3.75
1898,3.0
1899,3.0
1900,9.5
1901,6.0
1902,5.0
1903,2.0
1904,5.85
1905,5.0
1906,2.2
1907,3.0
1908,6.0
1909,2.5
1910,13.35
1911,3.1
1912,6.0
1913,5.35
1914,6.0
1915,6.0
1916,7.24
1917,3.1
1918,6.0
1919,11.25
1920,6.2
1921,3.0
1922,2.5
1923,6.0
1924,6.75
1925,6.0
1926,10.63
1927,2.5
1928,3.0
1929,3.0
1930,4.0
1931,4.25
1932,3.0
1933,2.5
1934,2.5
1935,2.5
1936,7.5
1937,3.0
1938,9.5
1939,4.75
1940,6.0
1941,23.5
1942,9.0
1943,3.75
1944,2.5
1945,6.0
1946,6.0
1947,8.38
1948,2.5
1949,6.0
1950,3.0
1951,4.0
1952,11.0
1953,17.25
1954,7.25
1955,6.0
1956,3.75
1957,2.5
1958,5.0
1959,6.2
1960,16.45
1961,5.0
1962,2.5
1963,5.0
1964,2.55
1965,3.0
1966,9.25
1967,2.5
1968,23.0
1969,8.0
1970,5.1
1971,3.0
1972,4.0
1973,9.5
1974,6.0
1975,5.35
1976,8.5
1977,7.5
1978,18.33
1979,2.5
1980,3.1
1981,7.5
1982,6.0
1983,2.5
1984,9.5
1985,4.5
1986,2.5
1987,4.4
1988,5.0
1989,4.0
1990,4.0
1991,21.01
1992,3.0
1993,7.65
1994,59.5
1995,4.0
1996,2.55
1997,3.75
1998,7.5
1999,2.5
2000,3.0
2001,2.0
2002,6.0
2003,3.0
2004,4.25
2005,2.5
2006,7.75
2007,77.0
2008,6.0
2009,2.0
2010,9.5
2011,4.4
2012,5.5
2013,4.25
2014,2.5
2015,4.5
2016,5.0
2017,8.25
2018,6.0
2019,3.75
2020,2.0
2021,8.5
2022,3.75
2023,4.25
2024,3.0
2025,10.0
2026,2.5
2027,5.75
2028,3.75
2029,3.75
2030,3.0
2031,3.0
2032,2.0
2033,5.0
2034,5.0
2035,6.0
2036,7.9
2037,3.75
2038,6.2
2039,6.5
2040,6.0
2041,3.0
2042,3.75
2043,7.0
2044,10.19
2045,6.2
2046,7.0
2047,2.5
2048,6.2
2049,4.9
2050,3.75
2051,21.2
2052,3.0
2053,6.0
2054,3.0
2055,9.3
2056,2.2
2057,5.0
2058,2.5
2059,10.5
2060,6.15
2061,2.0
2062,29.25
2063,3.0
2064,3.75
2065,3.0
2066,16.33
2067,6.2
2068,8.3
2069,6.0
2070,2.55
2071,4.0
2072,7.6
2073,3.5
2074,6.0
2075,3.0
2076,5.0
2077,9.75
2078,2.2
2079,4.4
2080,5.75
2081,31.5
2082,13.75
2083,3.5
2084,8.25
2085,6.0
2086,2.5
2087,17.45
2088,6.0
2089,5.0
2090,8.5
2091,6.25
2092,3.75
2093,3.5
2094,7.5
2095,3.0
2096,3.1
2097,25.5
2098,3.5
2099,34.0
2100,4.0
2101,4.75
2102,7.5
2103,3.75
2104,4.5
2105,2.5
2106,4.0
2107,9.5
2108,8.13
2109,5.0
2110,3.5
2111,10.0
2112,2.5
2113,2.5
2114,8.25
2115,3.75
2116,6.5
2117,6.0
2118,8.0
2119,4.55
2120,3.1
2121,3.0
2122,6.88
2123,3.0
2124,5.0
2125,8.0
2126,6.0
2127,3.75
2128,5.0
2129,10.06
2130,27.3
2131,3.75
2132,10.55
2133,7.0
2134,3.75
2135,11.4
2136,2.5
2137,4.0
2138,2.5
2139,5.1
2140,2.55
2141,6.2
